reference	reference_length	protid	sequence.length	TM_v_query	organism.scientificName	organism.commonName	organism.lineage	proportion_of_reference
Q96LT7	481	A0A7K9J4G3	481	0.9887	Myiagra hebetior	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Monarchidae', 'Myiagra']	1
Q96LT7	481	A0A7K9JRR0	481	0.9879	Dicaeum eximium	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Dicaeidae', 'Dicaeum']	1
Q96LT7	481	A0A7K9LNJ3	481	0.9861	Rhabdornis inornatus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Rhabdornithidae', 'Rhabdornis']	1
Q96LT7	481	A0A7K9RWG4	481	0.9586	Sterrhoptilus dennistouni	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Zosteropidae', 'Sterrhoptilus']	1
Q96LT7	481	A0A7K9SQW2	481	0.9822	Galbula dea	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galbuliformes', 'Galbulidae', 'Galbula']	1
Q96LT7	481	A0A7K9V066	481	0.9805	Anseranas semipalmata	Magpie goose	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anseranatidae', 'Anseranas']	1
Q96LT7	481	A0A7K9WER8	481	0.9856	Rhipidura dahli	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Rhipiduridae', 'Rhipidura']	1
Q96LT7	481	A0A7K9YN37	481	0.975	Odontophorus gujanensis	marbled wood quail	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Odontophoridae', 'Odontophorus']	1
Q96LT7	481	A0A7L0D6K8	481	0.9871	Rostratula benghalensis	greater painted-snipe	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Rostratulidae', 'Rostratula']	1
Q96LT7	481	A0A7L0EKL6	481	0.9844	Trogon melanurus	Black-tailed trogon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Trogoniformes', 'Trogonidae', 'Trogon']	1
Q96LT7	481	A0A7L0GTG3	481	0.9869	Herpetotheres cachinnans	Laughing falcon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Falconiformes', 'Falconidae', 'Herpetotheres']	1
Q96LT7	481	A0A7L0JYX3	481	0.9768	Chauna torquata	Southern screamer	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anhimidae', 'Chauna']	1
Q96LT7	481	A0A7L0LJZ1	481	0.9837	Sylvietta virens	Green crombec	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Sylviidae', 'Acrocephalinae', 'Sylvietta']	1
Q96LT7	481	A0A7L0M249	481	0.984	Amazona guildingii	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Psittacidae', 'Amazona']	1
Q96LT7	481	A0A7L0NSE7	481	0.9824	Formicarius rufipectus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Formicariidae', 'Formicarius']	1
Q96LT7	481	A0A7L0UAF0	481	0.9862	Chordeiles acutipennis	Lesser nighthawk	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Caprimulgiformes', 'Caprimulgidae', 'Chordeilinae', 'Chordeiles']	1
Q96LT7	481	A0A7L0WVS1	481	0.9827	Alectura lathami	Australian brush turkey	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Megapodiidae', 'Alectura']	1
Q96LT7	481	A0A7L0YS55	481	0.9909	Ploceus nigricollis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Ploceidae', 'Ploceinae', 'Ploceus']	1
Q96LT7	481	A0A7L0Z6Z9	481	0.9835	Oxyruncus cristatus	sharpbill	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Cotingidae', 'Oxyruncus']	1
Q96LT7	481	A0A7L1AQZ1	481	0.9897	Gymnorhina tibicen	Australian magpie	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Artamidae', 'Gymnorhina']	1
Q96LT7	481	A0A7L1CQC9	481	0.9838	Illadopsis cleaveri	blackcap illadopsis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Illadopsis']	1
Q96LT7	481	A0A7L1DKV5	481	0.9777	Serilophus lunatus	silver-breasted broadbill	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Eurylaimidae', 'Serilophus']	1
Q96LT7	481	A0A7L1EUI6	481	0.987	Sylvia borin	Garden warbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Sylviidae', 'Sylviinae', 'Sylvia']	1
Q96LT7	481	A0A7L1G8U9	481	0.9834	Indicator maculatus	spotted honeyguide	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Piciformes', 'Indicatoridae', 'Indicator']	1
Q96LT7	481	A0A7L1I4L0	481	0.985	Nycticryphes semicollaris	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Rostratulidae', 'Nycticryphes']	1
Q96LT7	481	A0A7L1IDE4	481	0.9823	Smutsornis africanus	Double-banded courser	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Glareolidae', 'Rhinoptilus']	1
Q96LT7	481	A0A7L1K3S1	481	0.9823	Rynchops niger	Black skimmer	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Laridae', 'Rynchops']	1
Q96LT7	481	A0A7L1M2B4	481	0.9898	Bombycilla garrulus	Bohemian waxwing	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Bombycillidae', 'Bombycilla']	1
Q96LT7	481	A0A7L1MYK5	481	0.9776	Rhinopomastus cyanomelas	Common scimitarbill	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Upupiformes', 'Rhinopomastidae', 'Rhinopomastus']	1
Q96LT7	481	A0A7L1PAY3	481	0.9825	Oriolus oriolus	Eurasian golden oriole	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Oriolus']	1
Q96LT7	481	A0A7L1S2N4	481	0.9896	Locustella ochotensis	Middendorff's grasshopper-warbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Locustellidae', 'Locustella']	1
Q96LT7	481	A0A7L1UP02	481	0.987	Sitta europaea	Eurasian nuthatch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sittidae', 'Sitta']	1
Q96LT7	481	A0A7L1XFM3	481	0.9825	Thinocorus orbignyianus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Thinocoridae', 'Thinocorus']	1
Q96LT7	481	A0A7L1Z0K8	481	0.9854	Scytalopus superciliaris	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Rhinocryptidae', 'Scytalopus']	1
Q96LT7	481	A0A7L1ZGJ4	481	0.983	Leiothrix lutea	Red-billed leiothrix	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Leiothrichidae', 'Leiothrix']	1
Q96LT7	481	A0A7L2B2E5	482	0.9873	Heliornis fulica	sungrebe	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Heliornithidae', 'Heliornis']	1.002079002079002
Q96LT7	481	A0A7L2DD09	481	0.9902	Catharus fuscescens	Veery	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Turdidae', 'Catharus']	1
Q96LT7	481	A0A7L2L2Z2	481	0.9803	Zosterops hypoxanthus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Zosteropidae', 'Zosterops']	1
Q96LT7	481	A0A7L2LZ77	481	0.9832	Hippolais icterina	icterine warbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Sylviidae', 'Acrocephalinae', 'Hippolais']	1
Q96LT7	481	A0A7L2NS65	481	0.9816	Pycnonotus jocosus	Red-whiskered bulbul	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Pycnonotidae', 'Pycnonotus']	1
Q96LT7	481	A0A7L2RP22	481	0.9853	Neodrepanis coruscans	wattled asity	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Philepittidae', 'Neodrepanis']	1
Q96LT7	481	A0A7L2S8Z7	481	0.9865	Mystacornis crossleyi	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Mystacornis']	1
Q96LT7	481	A0A7L2W1W2	481	0.9907	Brachypteracias leptosomus	short-legged ground-roller	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Coraciiformes', 'Brachypteraciidae', 'Brachypteracias']	1
Q96LT7	481	A0A7L2Z9X1	484	0.9735	Jacana jacana	Wattled jacana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Jacanidae', 'Jacana']	1.0062370062370063
Q96LT7	481	A0A7L3AGZ7	481	0.9856	Syrrhaptes paradoxus	Pallas's sandgrouse	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Pteroclidae', 'Syrrhaptes']	1
Q96LT7	481	A0A7L3BQ37	481	0.9904	Pelecanoides urinatrix	Common diving petrel	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Procellariiformes', 'Pelecanoididae', 'Pelecanoides']	1
Q96LT7	481	A0A7L3E6S0	481	0.9842	Chaetops frenatus	Rufous rock-jumper	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Picathartidae', 'Chaetops']	1
Q96LT7	481	A0A7L3G5Y3	481	0.9895	Anhinga rufa	African darter	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Pelecaniformes', 'Anhingidae', 'Anhinga']	1
Q96LT7	481	A0A7L3HQB1	481	0.9808	Buphagus erythrorhynchus	red-billed oxpecker	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sturnidae', 'Buphagus']	1
Q96LT7	481	A0A7L3KRU6	481	0.9844	Drymodes brunneopygia	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Petroicidae', 'Drymodes']	1
Q96LT7	481	A0A7L3LAZ7	481	0.9912	Turnix velox	Little buttonquail	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Turnicidae', 'Turnix']	1
Q96LT7	481	A0A7L3Q9D1	481	0.987	Cettia cetti	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Sylviidae', 'Acrocephalinae', 'Cettia']	1
Q96LT7	481	A0A7L3RZF8	481	0.9849	Cepphus grylle	Black guillemot	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Alcidae', 'Cepphus']	1
Q96LT7	481	A0A7L3XUR2	481	0.9891	Calonectris borealis	Cory's shearwater	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Procellariiformes', 'Procellariidae', 'Calonectris']	1
Q96LT7	481	A0A7L4ADZ7	481	0.9773	Circaetus pectoralis	black-chested snake-eagle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Circaetus']	1
Q96LT7	481	A0A7L4J715	481	0.9817	Pomatorhinus ruficollis	streak-breasted scimitar babbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Pomatorhinus']	1
Q96LT7	481	A0A7L4JRZ5	482	0.9828	Ceuthmochares aereus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Cuculiformes', 'Cuculidae', 'Ceuthmochares']	1.002079002079002
Q96LT7	481	A0A7L4LW18	477	0.9752	Glareola pratincola	Collared pratincole	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Glareolidae', 'Glareola']	0.9916839916839917
Q96LT7	481	A0A7M4FAR0	461	0.9875	Crocodylus porosus	Saltwater crocodile	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Longirostres', 'Crocodylidae', 'Crocodylus']	0.9584199584199584
Q96LT7	481	A0A7M4FC01	481	0.9862	Crocodylus porosus	Saltwater crocodile	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Longirostres', 'Crocodylidae', 'Crocodylus']	1
Q96LT7	481	A0A7N4NZI1	481	0.9872	Sarcophilus harrisii	Tasmanian devil	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Sarcophilus']	1
Q96LT7	481	A0A834B4V9	386	0.9112	Phyllostomus discolor	pale spear-nosed bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Phyllostominae', 'Phyllostomus']	0.8024948024948025
Q96LT7	481	A0A834ER45	384	0.8767	Phyllostomus discolor	pale spear-nosed bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Phyllostominae', 'Phyllostomus']	0.7983367983367984
Q96LT7	481	A0A850UW62	481	0.9829	Chloropsis hardwickii	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Irenidae', 'Chloropsis']	1
Q96LT7	481	A0A850WVK0	482	0.979	Piaya cayana	Common squirrel cuckoo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Cuculiformes', 'Coccyzidae', 'Piaya']	1.002079002079002
Q96LT7	481	A0A850Y9U5	481	0.986	Aegithalos caudatus	Long-tailed tit	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Aegithalidae', 'Aegithalos']	1
Q96LT7	481	A0A851B9K1	481	0.9854	Picathartes gymnocephalus	White-necked rockfowl	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Picathartidae', 'Picathartes']	1
Q96LT7	481	A0A851EM75	481	0.9848	Dryoscopus gambensis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Malaconotidae', 'Dryoscopus']	1
Q96LT7	481	A0A851LEU9	465	0.9801	Corythaeola cristata	Great blue turaco	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Musophagiformes', 'Musophagidae', 'Corythaeola']	0.9667359667359667
Q96LT7	481	A0A851NY61	481	0.9719	Penelope pileata	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Cracidae', 'Penelope']	1
Q96LT7	481	A0A851PDQ2	481	0.9837	Anhinga anhinga	Anhinga	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Pelecaniformes', 'Anhingidae', 'Anhinga']	1
Q96LT7	481	A0A851SGY1	481	0.9881	Certhia familiaris	Eurasian treecreeper	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Certhiidae', 'Certhiinae', 'Certhia']	1
